"","state","date","daily_newcase","total_doses","daily_doses","transcript_sentiment_positive","transcript_sentiment_neutral","transcript_sentiment_negative","avr_positive_tweet_sentiment","avr_neutral_tweet_sentiment","avr_negative_tweet_sentiment"
"240","NSW",2021-07-31,212,3871780,82220,0.153333333,0.03,0.816666667,0.178235294117647,0.214117647058824,0.607647058823529
"241","NSW",2021-07-30,172,3789560,83637,0.267,0.034,0.699,0.233125,0.325,0.441875
"242","NSW",2021-07-29,240,3705923,79319,0.265454545,0.035454545,0.699090909,0.364615384615385,0.420769230769231,0.214615384615385
"243","NSW",2021-07-28,177,3626604,76927,0.385384615,0.026923077,0.587692308,0.0388235294117647,0.711176470588235,0.25
"244","NSW",2021-07-27,175,3549677,71396,0.3375,0.025,0.6375,0.102,0.138,0.76
"245","NSW",2021-07-26,151,3478281,23449,0.414,0.028,0.558,0.253846153846154,0.204615384615385,0.541538461538462
"246","NSW",2021-07-25,141,3454832,40700,0.353333333,0.022222222,0.624444444,0.278,0.213,0.509
"247","NSW",2021-07-24,164,3414132,70192,0.2275,0.03375,0.73875,0.265625,0.26375,0.470625
"248","NSW",2021-07-23,141,3343940,75652,0.217142857,0.031428571,0.751428571,0.278888888888889,0.334444444444444,0.386666666666667
"249","NSW",2021-07-22,124,3268288,64905,0.34875,0.0375,0.61375,0.17875,0.14875,0.6725
"250","NSW",2021-07-21,112,3203383,66851,0.38,0.038333333,0.581666667,0.19625,0.125,0.67875
"251","NSW",2021-07-20,79,3136532,65041,0.300769231,0.039230769,0.66,0.304285714285714,0.371428571428571,0.324285714285714
"252","NSW",2021-07-19,100,3071491,20464,0.331818182,0.039090909,0.629090909,0.135,0.495,0.37
"253","NSW",2021-07-18,109,3051027,36573,0.315,0.035,0.65,0.02,0.396666666666667,0.583333333333333
"254","NSW",2021-07-17,117,3014454,62644,0.365,0.036,0.599,0.234285714285714,0.440714285714286,0.325
"255","NSW",2021-07-16,98,2951810,66701,0.306,0.03,0.664,0.46,0.04,0.5
"256","NSW",2021-07-15,67,2885109,58508,0.309090909,0.046363636,0.644545455,0.479090909090909,0.365454545454545,0.155454545454545
"257","NSW",2021-07-14,99,2826601,63455,0.377692308,0.049230769,0.573076923,0,1,0
"258","NSW",2021-07-13,93,2763146,54998,0.225,0.045,0.73,0.158333333333333,0.441666666666667,0.4
"259","NSW",2021-07-12,116,2708148,15925,0.28,0.041818182,0.678181818,0.15,0.367777777777778,0.482222222222222
"260","NSW",2021-07-11,82,2692223,29063,0.325,0.04,0.635,0.43,0.08,0.49
"261","NSW",2021-07-10,52,2663160,51003,0.3225,0.03875,0.63875,0.1375,0.31,0.5525
"262","NSW",2021-07-09,45,2612157,55953,0.304545455,0.040909091,0.654545455,0.377777777777778,0.09,0.532222222222222
"263","NSW",2021-07-08,38,2556204,50650,0.342727273,0.04,0.617272727,0.387272727272727,0.364545454545455,0.248181818181818
"264","NSW",2021-07-07,28,2505554,51994,0.342727273,0.04,0.617272727,0.156666666666667,0.267777777777778,0.575555555555556
"265","NSW",2021-07-06,18,2453560,47708,0.325,0.04,0.635,0.147058823529412,0.308823529411765,0.544117647058823
"266","NSW",2021-07-05,37,2405852,17447,0.377777778,0.028888889,0.593333333,0.17,0.38,0.45
"267","NSW",2021-07-04,16,2388405,26294,0.376666667,0.041666667,0.581666667,0.02,0.505,0.475
"268","NSW",2021-07-03,40,2362111,49483,0.31625,0.03375,0.65,0.12,0.43,0.45
"269","NSW",2021-07-02,32,2312628,52885,0.28,0.061666667,0.658333333,0.282352941176471,0.275294117647059,0.442352941176471
"270","NSW",2021-07-01,28,2259743,48463,0.25,0.05,0.7,0.302307692307692,0.187692307692308,0.51
"271","NSW",2021-06-30,28,2211280,46010,NA,NA,NA,NA,NA,NA
"272","NSW",2021-06-29,20,2165270,38095,NA,NA,NA,NA,NA,NA
"273","NSW",2021-06-28,22,2127175,12652,NA,NA,NA,NA,NA,NA
"274","NSW",2021-06-27,32,2114523,20248,NA,NA,NA,NA,NA,NA
"275","NSW",2021-06-26,12,2094275,35880,NA,NA,NA,NA,NA,NA
"276","NSW",2021-06-25,23,2058395,43006,NA,NA,NA,NA,NA,NA
"277","NSW",2021-06-24,12,2015389,39727,NA,NA,NA,NA,NA,NA
"278","NSW",2021-06-23,17,1975662,39289,NA,NA,NA,NA,NA,NA
"279","NSW",2021-06-22,10,1936373,37235,NA,NA,NA,NA,NA,NA
"280","NSW",2021-06-21,7,1899138,2349,NA,NA,NA,NA,NA,NA
"281","NSW",2021-06-20,6,1896789,17277,NA,NA,NA,NA,NA,NA
"282","NSW",2021-06-19,6,1879512,37496,NA,NA,NA,NA,NA,NA
"283","NSW",2021-06-18,1,1842016,41791,NA,NA,NA,NA,NA,NA
"284","NSW",2021-06-17,5,1800225,39457,NA,NA,NA,NA,NA,NA
"285","NSW",2021-06-16,3,1760768,40434,NA,NA,NA,NA,NA,NA
"286","NSW",2021-06-15,4,1720334,14023,NA,NA,NA,NA,NA,NA
"287","NSW",2021-06-14,6,1706311,1205,NA,NA,NA,NA,NA,NA
"288","NSW",2021-06-13,1,1705106,12998,NA,NA,NA,NA,NA,NA
"289","NSW",2021-06-12,1,1692108,36329,NA,NA,NA,NA,NA,NA
"290","NSW",2021-06-11,1,1655779,41304,NA,NA,NA,NA,NA,NA
"291","NSW",2021-06-10,3,1614475,37917,NA,NA,NA,NA,NA,NA
"292","NSW",2021-06-09,4,1576558,39484,NA,NA,NA,NA,NA,NA
"293","NSW",2021-06-08,5,1537074,36276,NA,NA,NA,NA,NA,NA
"294","NSW",2021-06-07,5,1500798,2735,NA,NA,NA,NA,NA,NA
"295","NSW",2021-06-06,5,1498063,16772,NA,NA,NA,NA,NA,NA
"296","NSW",2021-06-05,0,1481291,35974,NA,NA,NA,NA,NA,NA
"297","NSW",2021-06-04,0,1445317,41722,NA,NA,NA,NA,NA,NA
"298","NSW",2021-06-03,2,1403595,40378,NA,NA,NA,NA,NA,NA
"299","NSW",2021-06-02,1,1363217,37779,NA,NA,NA,NA,NA,NA
"300","NSW",2021-06-01,0,1325438,35474,NA,NA,NA,NA,NA,NA
"301","NSW",2021-05-31,2,1289964,1989,NA,NA,NA,NA,NA,NA
"302","NSW",2021-05-30,5,1287975,15968,NA,NA,NA,NA,NA,NA
"303","NSW",2021-05-29,1,1272007,35752,NA,NA,NA,NA,NA,NA
"304","NSW",2021-05-28,3,1236255,37570,NA,NA,NA,NA,NA,NA
"305","NSW",2021-05-27,0,1198685,35917,NA,NA,NA,NA,NA,NA
"306","NSW",2021-05-26,2,1162768,33966,NA,NA,NA,NA,NA,NA
"307","NSW",2021-05-25,2,1128802,29512,NA,NA,NA,NA,NA,NA
"308","NSW",2021-05-24,2,1099290,1775,NA,NA,NA,NA,NA,NA
"309","NSW",2021-05-23,2,1097515,13088,NA,NA,NA,NA,NA,NA
"310","NSW",2021-05-22,1,1084427,31894,NA,NA,NA,NA,NA,NA
"311","NSW",2021-05-21,0,1052533,34055,NA,NA,NA,NA,NA,NA
"312","NSW",2021-05-20,2,1018478,31772,NA,NA,NA,NA,NA,NA
"313","NSW",2021-05-19,2,986706,30898,NA,NA,NA,NA,NA,NA
"314","NSW",2021-05-18,3,955808,28344,NA,NA,NA,NA,NA,NA
"315","NSW",2021-05-17,2,927464,1222,NA,NA,NA,NA,NA,NA
"316","NSW",2021-05-16,3,926242,12610,NA,NA,NA,NA,NA,NA
"317","NSW",2021-05-15,3,913632,26480,NA,NA,NA,NA,NA,NA
"318","NSW",2021-05-14,1,887152,27906,NA,NA,NA,NA,NA,NA
"319","NSW",2021-05-13,5,859246,26151,NA,NA,NA,NA,NA,NA
"320","NSW",2021-05-12,4,833095,24844,NA,NA,NA,NA,NA,NA
"321","NSW",2021-05-11,4,808251,20977,NA,NA,NA,NA,NA,NA
"322","NSW",2021-05-10,6,787274,1120,NA,NA,NA,NA,NA,NA
"323","NSW",2021-05-09,6,786154,7342,NA,NA,NA,NA,NA,NA
"324","NSW",2021-05-08,6,778812,21588,NA,NA,NA,NA,NA,NA
"325","NSW",2021-05-07,5,757224,22071,NA,NA,NA,NA,NA,NA
"326","NSW",2021-05-06,10,735153,21883,NA,NA,NA,NA,NA,NA
"327","NSW",2021-05-05,11,713270,22134,NA,NA,NA,NA,NA,NA
"328","NSW",2021-05-04,7,691136,17858,NA,NA,NA,NA,NA,NA
"329","NSW",2021-05-03,5,673278,916,NA,NA,NA,NA,NA,NA
"330","NSW",2021-05-02,3,672362,5119,NA,NA,NA,NA,NA,NA
"331","NSW",2021-05-01,4,667243,17345,NA,NA,NA,NA,NA,NA
"332","NSW",2021-04-30,13,649898,19680,NA,NA,NA,NA,NA,NA
"333","NSW",2021-04-29,15,630218,25408,NA,NA,NA,NA,NA,NA
"334","NSW",2021-04-28,9,604810,16760,NA,NA,NA,NA,NA,NA
"335","NSW",2021-04-27,12,588050,13633,NA,NA,NA,NA,NA,NA
"336","NSW",2021-04-26,8,574417,525,NA,NA,NA,NA,NA,NA
"337","NSW",2021-04-25,1,573892,5711,NA,NA,NA,NA,NA,NA
"338","NSW",2021-04-24,1,568181,17839,NA,NA,NA,NA,NA,NA
"339","NSW",2021-04-23,18,550342,19811,NA,NA,NA,NA,NA,NA
"340","NSW",2021-04-22,7,530531,21032,NA,NA,NA,NA,NA,NA
"341","NSW",2021-04-21,8,509499,20742,NA,NA,NA,NA,NA,NA
"342","NSW",2021-04-20,3,488757,19933,NA,NA,NA,NA,NA,NA
"343","NSW",2021-04-19,8,468824,21585,NA,NA,NA,NA,NA,NA
"344","NSW",2021-04-18,6,447239,6843,NA,NA,NA,NA,NA,NA
"345","NSW",2021-04-17,7,440396,17916,NA,NA,NA,NA,NA,NA
"346","NSW",2021-04-16,7,422480,19342,NA,NA,NA,NA,NA,NA
"347","NSW",2021-04-15,9,403138,20451,NA,NA,NA,NA,NA,NA
"348","NSW",2021-04-14,3,382687,20781,NA,NA,NA,NA,NA,NA
"349","NSW",2021-04-13,5,361906,17588,NA,NA,NA,NA,NA,NA
"350","NSW",2021-04-12,9,344318,2003,NA,NA,NA,NA,NA,NA
"351","NSW",2021-04-11,6,342315,7045,NA,NA,NA,NA,NA,NA
"352","NSW",2021-04-10,4,335270,19083,NA,NA,NA,NA,NA,NA
"353","NSW",2021-04-09,2,316187,175636,NA,NA,NA,NA,NA,NA
"354","NSW",2021-04-08,2,140551,6228,NA,NA,NA,NA,NA,NA
"355","NSW",2021-04-07,6,134323,6984,NA,NA,NA,NA,NA,NA
"356","NSW",2021-04-06,7,127339,813,NA,NA,NA,NA,NA,NA
"357","NSW",2021-04-05,3,126526,32,NA,NA,NA,NA,NA,NA
"358","NSW",2021-04-04,1,126494,1299,NA,NA,NA,NA,NA,NA
"359","NSW",2021-04-03,3,125195,839,NA,NA,NA,NA,NA,NA
"360","NSW",2021-04-02,0,124356,6956,NA,NA,NA,NA,NA,NA
"361","NSW",2021-04-01,4,117400,17400,NA,NA,NA,NA,NA,NA
"362","NSW",2021-03-31,4,1e+05,0,NA,NA,NA,NA,NA,NA
"363","NSW",2021-03-30,5,1e+05,3727,NA,NA,NA,NA,NA,NA
"364","NSW",2021-03-29,2,96273,0,NA,NA,NA,NA,NA,NA
"365","NSW",2021-03-28,0,96273,0,NA,NA,NA,NA,NA,NA
"366","NSW",2021-03-27,3,96273,7077,NA,NA,NA,NA,NA,NA
"367","NSW",2021-03-26,3,89196,16253,NA,NA,NA,NA,NA,NA
"368","NSW",2021-03-25,5,72943,0,NA,NA,NA,NA,NA,NA
"369","NSW",2021-03-24,3,72943,0,NA,NA,NA,NA,NA,NA
"370","NSW",2021-03-23,4,72943,8059,NA,NA,NA,NA,NA,NA
"371","NSW",2021-03-22,5,64884,13277,NA,NA,NA,NA,NA,NA
"372","NSW",2021-03-21,2,51607,0,NA,NA,NA,NA,NA,NA
"373","NSW",2021-03-20,3,51607,0,NA,NA,NA,NA,NA,NA
"374","NSW",2021-03-19,5,51607,0,NA,NA,NA,NA,NA,NA
"375","NSW",2021-03-18,3,51607,4787,NA,NA,NA,NA,NA,NA
"376","NSW",2021-03-17,7,46820,5376,NA,NA,NA,NA,NA,NA
"377","NSW",2021-03-16,2,41444,3891,NA,NA,NA,NA,NA,NA
"378","NSW",2021-03-15,4,37553,733,NA,NA,NA,NA,NA,NA
"379","NSW",2021-03-14,3,36820,0,NA,NA,NA,NA,NA,NA
"380","NSW",2021-03-13,1,36820,5507,NA,NA,NA,NA,NA,NA
"381","NSW",2021-03-12,8,31313,0,NA,NA,NA,NA,NA,NA
"382","NSW",2021-03-11,6,31313,4313,NA,NA,NA,NA,NA,NA
"383","NSW",2021-03-10,5,27000,3077,NA,NA,NA,NA,NA,NA
"384","NSW",2021-03-09,6,23923,2160,NA,NA,NA,NA,NA,NA
"385","NSW",2021-03-08,1,21763,1869,NA,NA,NA,NA,NA,NA
"386","NSW",2021-03-07,2,19894,0,NA,NA,NA,NA,NA,NA
"387","NSW",2021-03-06,3,19894,0,NA,NA,NA,NA,NA,NA
"388","NSW",2021-03-05,12,19894,3089,NA,NA,NA,NA,NA,NA
"389","NSW",2021-03-04,4,16805,2205,NA,NA,NA,NA,NA,NA
"390","NSW",2021-03-03,6,14600,2176,NA,NA,NA,NA,NA,NA
"391","NSW",2021-03-02,3,12424,2085,NA,NA,NA,NA,NA,NA
"392","NSW",2021-03-01,3,10339,2839,NA,NA,NA,NA,NA,NA
"393","NSW",2021-02-28,5,7500,0,NA,NA,NA,NA,NA,NA
"394","NSW",2021-02-27,6,7500,0,NA,NA,NA,NA,NA,NA
"395","NSW",2021-02-26,4,7500,2000,NA,NA,NA,NA,NA,NA
"396","NSW",2021-02-25,7,5500,2300,NA,NA,NA,NA,NA,NA
"397","NSW",2021-02-24,1,3200,1880,NA,NA,NA,NA,NA,NA
"398","NSW",2021-02-23,4,1320,1300,NA,NA,NA,NA,NA,NA
"399","NSW",2021-02-22,1,20,20,NA,NA,NA,NA,NA,NA
"400","NSW",2021-02-21,3,0,0,NA,NA,NA,NA,NA,NA
"401","NSW",2021-02-20,1,0,0,NA,NA,NA,NA,NA,NA
"402","NSW",2021-02-19,2,0,0,NA,NA,NA,NA,NA,NA
"403","NSW",2021-02-18,0,0,0,NA,NA,NA,NA,NA,NA
"404","NSW",2021-02-17,4,0,0,NA,NA,NA,NA,NA,NA
"405","NSW",2021-02-16,1,0,0,NA,NA,NA,NA,NA,NA
"406","NSW",2021-02-15,0,0,0,NA,NA,NA,NA,NA,NA
"407","QLD",2021-09-05,1,3636463,0,NA,NA,NA,NA,NA,NA
"408","QLD",2021-09-04,2,3636463,46663,NA,NA,NA,NA,NA,NA
"409","QLD",2021-09-03,0,3589800,49750,NA,NA,NA,NA,NA,NA
"410","QLD",2021-09-02,2,3540050,48933,NA,NA,NA,NA,NA,NA
"411","QLD",2021-09-01,1,3491117,46359,NA,NA,NA,0.156296296296296,0.338888888888889,0.504814814814815
"412","QLD",2021-08-31,0,3444758,34616,NA,NA,NA,0.208558558558559,0.279189189189189,0.512252252252252
"413","QLD",2021-08-30,2,3410142,20525,0.418333333,0.07,0.511666667,0.195526315789474,0.248552631578947,0.555921052631579
"414","QLD",2021-08-29,1,3389617,30669,0.665,0.0425,0.2925,0.179764705882353,0.214,0.606235294117647
"415","QLD",2021-08-28,4,3358948,47310,NA,NA,NA,0.211617647058824,0.234117647058824,0.554264705882353
"416","QLD",2021-08-27,1,3311638,54789,0.608,0.048,0.344,0.2155,0.26525,0.51925
"417","QLD",2021-08-26,2,3256849,52941,0.54,0.0875,0.3725,0.17593023255814,0.33906976744186,0.485
"418","QLD",2021-08-25,0,3203908,47283,0.526,0.042,0.432,0.1264,0.3588,0.5148
"419","QLD",2021-08-24,6,3156625,36014,0.442,0.048,0.51,0.0133333333333333,0.31,0.676666666666667
"420","QLD",2021-08-23,2,3120611,19361,0.51,0.043333333,0.446666667,0.2725,0.343333333333333,0.384166666666667
"421","QLD",2021-08-22,0,3101250,30907,0.495,0.088333333,0.416666667,NA,NA,NA
"422","QLD",2021-08-21,2,3070343,51286,0.566,0.05,0.384,0,0,1
"423","QLD",2021-08-20,1,3019057,47215,0.53,0.036666667,0.433333333,0.235,0.115,0.65
"424","QLD",2021-08-19,0,2971842,50117,0.633333333,0.04,0.326666667,0.275,0.715,0.01
"425","QLD",2021-08-18,4,2921725,45592,0.521666667,0.05,0.428333333,0.1425,0.645,0.2125
"426","QLD",2021-08-17,2,2876133,38375,0.6925,0.02,0.2875,0.04,0.265,0.695
"427","QLD",2021-08-16,0,2837758,11598,0.478571429,0.032857143,0.488571429,0,0.01,0.99
"428","QLD",2021-08-15,1,2826160,24804,0.732,0.034,0.234,0.005,0.02,0.975
"429","QLD",2021-08-14,7,2801356,46421,0.732,0.034,0.234,0.125,0.47,0.405
"430","QLD",2021-08-13,8,2754935,48815,0.56,0.042,0.398,NA,NA,NA
"431","QLD",2021-08-12,11,2706120,46691,0.5425,0.0425,0.415,0.295,0.36,0.345
"432","QLD",2021-08-11,4,2659429,47451,0.666,0.044,0.29,0.1775,0.4525,0.37
"433","QLD",2021-08-10,3,2611978,37938,0.568571429,0.072857143,0.358571429,0.04,0.445,0.515
"434","QLD",2021-08-09,5,2574040,11022,0.598333333,0.075,0.326666667,0.065,0.4675,0.4675
"435","QLD",2021-08-08,9,2563018,22169,0.482857143,0.08,0.437142857,0.31,0.1775,0.5125
"436","QLD",2021-08-07,13,2540849,46047,0.4475,0.0825,0.47,0.00666666666666667,0.04,0.953333333333333
"437","QLD",2021-08-06,10,2494802,49957,0.562,0.042,0.396,0.28,0.06,0.66
"438","QLD",2021-08-05,27,2444845,47485,0.562,0.042,0.396,0.224,0.248,0.528
"439","QLD",2021-08-04,19,2397360,44275,0.50375,0.08125,0.415,0.2,0.2875,0.5125
"440","QLD",2021-08-03,16,2353085,34704,0.47375,0.075,0.45125,0.18,0.56,0.26
"441","QLD",2021-08-02,15,2318381,8141,0.444285714,0.077142857,0.478571429,0.01,0.14,0.85
"442","QLD",2021-08-01,9,2310240,13563,0.34,0.053333333,0.606666667,0.215714285714286,0.0428571428571429,0.741428571428571
"443","QLD",2021-07-31,7,2296677,33697,NA,NA,NA,0.495,0.02,0.485
"444","QLD",2021-07-30,2,2262980,35785,0.376666667,0.043333333,0.58,0.4,0.1,0.5
"445","QLD",2021-07-29,1,2227195,34736,0.5225,0.045,0.4325,0,0.666666666666667,0.333333333333333
"446","QLD",2021-07-28,20,2192459,34175,0.4,0.076,0.524,0.03,0.01,0.96
"447","QLD",2021-07-27,0,2158284,27187,0.385,0.09,0.525,0.73,0.2575,0.0125
"448","QLD",2021-07-26,1,2131097,6886,0.468,0.046,0.486,0.114,0.322,0.564
"449","QLD",2021-07-25,5,2124211,14448,0.456666667,0.046666667,0.496666667,0.062,0.008,0.93
"450","QLD",2021-07-24,0,2109763,31091,NA,NA,NA,0.5,0.49,0.01
"451","QLD",2021-07-23,3,2078672,33367,0.516,0.068,0.416,0,1,0
"452","QLD",2021-07-22,0,2045305,32136,0.481428571,0.042857143,0.475714286,0.00333333333333333,0.323333333333333,0.673333333333333
"453","QLD",2021-07-21,1,2013169,33205,NA,NA,NA,0.545,0.205,0.25
"454","QLD",2021-07-20,3,1979964,25763,0.43,0.0475,0.5225,0.305,0.135,0.56
"455","QLD",2021-07-19,2,1954201,5536,0.44,0.062,0.498,0.04,0.716666666666667,0.243333333333333
"456","QLD",2021-07-18,1,1948665,14898,NA,NA,NA,0.27625,0.07625,0.6475
"457","QLD",2021-07-17,1,1933767,28917,NA,NA,NA,0.48,0.02,0.5
"458","QLD",2021-07-16,1,1904850,35851,0.6225,0.05,0.3275,0.02,0.97,0.01
"459","QLD",2021-07-15,5,1868999,33435,0.488333333,0.088333333,0.423333333,0.17,0.445,0.385
"460","QLD",2021-07-14,5,1835564,34669,NA,NA,NA,0.01,0.04,0.95
"461","QLD",2021-07-13,3,1800895,28065,0.3775,0.0525,0.57,0.4675,0.18,0.3525
"462","QLD",2021-07-12,1,1772830,6613,0.574,0.052,0.374,0.55,0.0425,0.4075
"463","QLD",2021-07-11,1,1766217,13959,NA,NA,NA,0.2575,0.21,0.5325
"464","QLD",2021-07-10,5,1752258,29961,NA,NA,NA,0,0.725,0.275
"465","QLD",2021-07-09,0,1722297,34391,0.573333333,0.023333333,0.403333333,0.225,0.471666666666667,0.303333333333333
"466","QLD",2021-07-08,3,1687906,36162,0.395,0.0575,0.5475,0.196666666666667,0.361666666666667,0.441666666666667
"467","QLD",2021-07-07,1,1651744,33780,0.516666667,0.04,0.443333333,0.015,0.215,0.77
"468","QLD",2021-07-06,6,1617964,27362,0.532,0.07,0.398,0.0266666666666667,0.32,0.653333333333333
"469","QLD",2021-07-05,7,1590602,6439,0.596,0.048,0.356,0.316666666666667,0.13,0.553333333333333
"470","QLD",2021-07-04,2,1584163,14301,NA,NA,NA,0.035,0.48,0.485
"471","QLD",2021-07-03,8,1569862,31831,NA,NA,NA,NA,NA,NA
"472","QLD",2021-07-02,5,1538031,38563,NA,NA,NA,0.0825,0.705,0.2125
"473","QLD",2021-07-01,4,1499468,38764,NA,NA,NA,0.525,0.47,0.005
"474","QLD",2021-06-30,4,1460704,32551,NA,NA,NA,NA,NA,NA
"475","QLD",2021-06-29,4,1428153,23959,NA,NA,NA,NA,NA,NA
"476","QLD",2021-06-28,3,1404194,8197,NA,NA,NA,NA,NA,NA
"477","QLD",2021-06-27,3,1395997,14395,NA,NA,NA,NA,NA,NA
"478","QLD",2021-06-26,1,1381602,25314,NA,NA,NA,NA,NA,NA
"479","QLD",2021-06-25,2,1356288,29809,NA,NA,NA,NA,NA,NA
"480","QLD",2021-06-24,4,1326479,29867,NA,NA,NA,NA,NA,NA
"481","QLD",2021-06-23,1,1296612,29536,NA,NA,NA,NA,NA,NA
"482","QLD",2021-06-22,3,1267076,24327,NA,NA,NA,NA,NA,NA
"483","QLD",2021-06-21,5,1242749,8020,NA,NA,NA,NA,NA,NA
"484","QLD",2021-06-20,1,1234729,12571,NA,NA,NA,NA,NA,NA
"485","QLD",2021-06-19,0,1222158,28381,NA,NA,NA,NA,NA,NA
"486","QLD",2021-06-18,3,1193777,30146,NA,NA,NA,NA,NA,NA
"487","QLD",2021-06-17,6,1163631,27053,NA,NA,NA,NA,NA,NA
"488","QLD",2021-06-16,0,1136578,30676,NA,NA,NA,NA,NA,NA
"489","QLD",2021-06-15,2,1105902,24895,NA,NA,NA,NA,NA,NA
"490","QLD",2021-06-14,1,1081007,5705,NA,NA,NA,NA,NA,NA
"491","QLD",2021-06-13,7,1075302,10525,NA,NA,NA,NA,NA,NA
"492","QLD",2021-06-12,1,1064777,24452,NA,NA,NA,NA,NA,NA
"493","QLD",2021-06-11,0,1040325,28462,NA,NA,NA,NA,NA,NA
"494","QLD",2021-06-10,7,1011863,26219,NA,NA,NA,NA,NA,NA
"495","QLD",2021-06-09,3,985644,25687,NA,NA,NA,NA,NA,NA
